temperature,internal energy,partition function,free energy,chemical entropy,q variance 1,q variance 2,q variance 3,q variance 4,q variance 5,q variance 6,q avg 1,q avg 2,q avg 3,q avg 4,q avg 5,q avg 6,q square avg 1,q square avg 2,q square avg 3,q square avg 4,q square avg 5,q square avg 6,state 1 pop,state 2 pop,state 3 pop,state 4 pop,state 5 pop,state 6 pop
7565.997908393233,-2021792.2630260433,556.9221129720013,-4.122140774585733,-267.2202881053439,9235999.868358847,4.495227275187027,3.5687134182558333,3.0004222405593595,1.829761358872246,1.7884048442098375,-0.01705933854787717,5.343733839578477e-07,0.04090721239404347,0.010162564072411224,0.020271995589090402,-9.754820609094979e-08,9235999.868649868,4.495227275187313,3.5703868182816847,3.000525518267885,1.83017231267741,1.788404844209847,3.9746441737404276e-07,1.462997750856077e-09,1.6656229269649303e-10,0.03810797653659841,3.8314858740171474e-10,0.9618916239862755
7565.9978296432555,-14760736.466287956,609.5568427749614,-4.181019619392365,-1950.9300184354295,67430200.47695439,5.257177478594675,3.873745153262788,3.0500702494981016,1.8480931420530238,1.80508996257933,-0.12462210742959767,1.5590987224185504e-06,0.1300673685732433,0.03231262862943202,0.06445581757292272,-4.908993413064867e-07,67430200.49248506,5.257177478597106,3.890662673630356,3.0511143554670452,1.8522476944720176,1.8050899625795709,3.631436216397885e-07,1.3366687357172534e-09,1.5217973458048221e-10,0.12116661373359387,3.500639662331956e-10,0.878833021283872
7565.997812432184,-31484881.24936555,657.4502582369121,-4.230333905585062,-4161.364806013661,143829640.83543533,5.8446037489196,4.098009534383565,3.0876686848054384,1.8595584908906366,1.818158703865473,-0.26585597151124885,2.2330860312124868e-06,0.1987909131262272,0.04938562379089569,0.0985121607535627,-9.438838574544694e-07,143829640.90611473,5.844603748924587,4.137527361525124,3.090107624642654,1.8692631367069723,1.8181587038663638,3.3668960831959473e-07,1.239296076243446e-09,1.4109385740136416e-10,0.18518718315614421,3.245627722189724e-10,0.8148124784492947
7565.997795221112,-91700902.2503748,794.7854845568642,-4.354017922940304,-12120.132780672711,418909191.1214035,7.136910835651247,4.557988462661966,3.1683054000417847,1.876613019526039,1.847605983458492,-0.7744177544276097,3.3221132531336796e-06,0.3499296941936152,0.0869330407536779,0.17340984465454876,-2.448494921822479e-06,418909191.7211264,7.136910835662284,4.680439253540403,3.175862753616465,1.9066839937491538,1.8476059834644871,2.7851120169061554e-07,1.025151430377427e-09,1.1671348964664063e-10,0.325983048446865,2.6847982875717577e-10,0.6740166716315886
7565.997784851782,-235189131.664223,1085.3079268871093,-4.557142444477179,-31085.011362012698,1074393834.2105186,8.794156060395691,5.080652391312588,3.2675170183619464,1.8820673020204834,1.8873400703895347,-1.9863395259532795,3.6048350376092243e-06,0.5436091443077038,0.13504883478990673,0.26938880534286613,-5.81535937205033e-06,1074393838.1560633,8.794156060408685,5.376163293087542,3.285755206140058,1.95463763046454,1.8873400704233532,2.039574660384969e-07,7.507320518141918e-10,8.54708435962244e-11,0.5064083918447039,1.9661135878320963e-10,0.4935914031650159
7565.997777596442,-612950541.4438992,1903.6496967664439,-4.923500061292189,-81013.84041314383,2800087990.4833026,10.746891649601618,5.5993250297134,3.378268234836911,1.8649076701254754,1.9403662237103148,-5.177091513723634,4.302782959318892e-07,0.7713817165538657,0.19163437174100112,0.38226282792700433,-1.4309054917323015e-05,2800088017.285579,10.746891649601803,6.194354782346989,3.4149919672694793,2.011032539740226,1.9403662239150639,1.1628013861562704e-07,4.280070159552357e-10,4.872859848427823e-11,0.7185937713421983,1.1209197960895549e-10,0.28140611178883557
7565.997774222143,-1175868090.8307953,3400.051628325492,-5.301664186743522,-155414.8072228348,5371614574.325405,11.892853050118434,5.854111162426767,3.439952779399216,1.843114758958385,1.9816343371300953,-9.931852218697419,-7.1681544690306975e-06,0.9043298773282373,0.22466266030553542,0.44814609549752876,-2.6694899134105473e-05,5371614672.967093,11.892853050169817,6.671923689455272,3.490426090334777,2.043949681868065,1.981634337842713,6.510390809954783e-08,2.39636189562066e-10,2.7282580024783396e-11,0.8424438982228427,6.275900628141277e-11,0.15755603634357138
7565.9977717828615,-2407102339.284823,7758.637484720684,-5.839564170474664,-318147.37540929066,10996153213.27742,12.726767116990695,6.01453760170507,3.482699814707365,1.822221471543032,2.0361033615639634,-20.331729239219985,-2.6507163831293e-05,0.9993424184971943,0.24826655814827356,0.4952302182758361,-5.352874863836151e-05,10996153626.656633,12.726767117693324,7.013222871112891,3.544336098602155,2.0674744406365644,2.0361033644292905,2.8530350570873727e-08,1.0501526990829045e-10,1.1955988410685893e-11,0.9309545161241334,2.7502749141186485e-11,0.06904545520104209
7565.997770724822,-3954471802.663152,14970.896029121222,-6.268116241228584,-522663.62167011295,18064864113.75903,13.059708800284108,6.070159779602275,3.4984768063469667,1.8132236604904304,2.0892546370510487,-33.40194534149638,-5.1974376025621475e-05,1.0350485850567421,0.25713694847229207,0.5129247634610006,-8.71426845974742e-05,18064865229.448982,13.059708802985444,7.141485353030238,3.564596216616609,2.0763154734619538,2.089254644644896,1.4785798149558726e-08,5.4423957322264346e-11,6.196167505788022e-12,0.9642173135226859,1.4253245733345578e-11,0.03578267161664251
7565.997769922591,-7273034037.501629,35422.57901501375,-6.8296346396747944,-961278.9022466771,33224756958.9476,13.308995316953661,6.103424201472547,3.5081977384344736,1.8073203497523085,2.193299328165688,-61.4329761558979,-0.00010734821637963149,1.0572255649809992,0.2626461720439462,0.5239150188521556,-0.00015916133499761396,33224760732.95816,13.3089953284773,7.2211500967219395,3.5771807501238118,2.081807296731163,2.1932993534980185,6.249026821730867e-09,2.300158336677438e-11,2.618730251392693e-12,0.9848769092074829,6.023950416087856e-12,0.015123084511846055
7565.997769539153,-11871141716.3448,72466.41453808175,-7.296310002233399,-1569012.055071167,54229880909.26555,13.462777550110651,6.115620186046255,3.5118211262347216,1.8050499570021439,2.3333599166567005,-100.272001325966,-0.00018438422549565622,1.0655237972667913,0.2647074178320068,0.5280277090406448,-0.00025891893353274326,54229890963.7398,13.462777584108194,7.250961148588097,3.5818911432900102,2.0838632185168557,2.333359983695715,3.0546101605554555e-09,1.1243489944706577e-11,1.2800713229205653e-12,0.992607625452442,2.9445897218299296e-12,0.007392371477479686
7565.997769264185,-21459728698.362488,174272.67439392925,-7.868427476992477,-2836338.2259602593,98032555292.72942,13.675224000326923,6.122376200366835,3.513844570031992,1.8037684399049656,2.6231164449249746,-181.26430875824008,-0.0003452059484377255,1.0701586916162757,0.2658582711261867,0.5303255046935376,-0.00046693012018345233,98032588149.47905,13.67522411949407,7.2676158256086945,3.584525190358197,2.085013580833421,2.623116662948712,1.2701741495869495e-09,4.675290634278967e-12,5.322818356855363e-13,0.996926087924405,1.2244252292971436e-12,0.003073910798988852
7565.99776913303,-34745689821.68328,357773.33537978336,-8.337387867888916,-4592347.351078763,158725587762.9101,13.929173353003945,6.12483640726885,3.5145869280572124,1.8033000040021385,3.0237384603498167,-293.4873564146646,-0.0005681064488425663,1.0718499933582766,0.26627761841691344,0.531164951895505,-0.0007551444795528205,158725673897.73846,13.929173675748881,7.273698815530987,3.585490698126996,2.0854362101242927,3.023739030593002,6.187063820360991e-10,2.2773508293071067e-12,2.5927639044251844e-13,0.9985026864071895,5.964219189796738e-13,0.0014973129709709987
7565.997769039127,-62275997728.82098,856840.123567686,-8.906802036170783,-8231035.696937979,284489677470.12775,14.433427884670214,6.126203925045824,3.515006273230333,1.8030445177044794,3.853410906776228,-526.0286040919945,-0.001030021970605881,1.0727838606547164,0.26650791387604916,0.5316304560491052,-0.001352360017302467,284489954176.2201,14.433428945615475,7.277069136727063,3.586032741388897,2.085675459503459,3.8534127356538446,2.5834066330607594e-10,9.5090715216641e-13,1.0826077865876533e-13,0.9993747971605971,2.490357924847522e-13,0.0006252025797540358
7565.997768994006,-100453942206.9468,1754672.3657744604,-9.374137418731092,-13277025.088381603,458894174613.66406,15.124549926218615,6.126717761865064,3.5151723884333284,1.8029565900263975,5.003792154951168,-848.5074452478169,-0.0016706010840775885,1.0731240631157137,0.2665900655898754,0.5318028186312884,-0.0021805532293574788,458894894578.5487,15.124552717126598,7.278313016703042,3.5862426515045422,2.0857708279305807,5.003796909763555,1.2615269389451582e-10,4.643461751194366e-13,5.2865811736875763e-14,0.9996947014789779,1.2160894725851633e-13,0.0003052983942306622
7565.997768961842,-178386278553.5527,4151519.6810487444,-9.935623812734367,-23577363.355222628,814904050729.6215,16.53095706588674,6.127026405202429,3.515288871924803,1.8029200673714576,7.35195847838517,-1506.780292369251,-0.0029782159578926495,1.0733067365169302,0.26663061988447556,0.5319010459602422,-0.003871135113434541,814906321116.471,16.53096593565703,7.279013755855052,3.5863807593847827,2.0858387900650572,7.351973464072237,5.33194258568358e-11,1.962595541249379e-13,2.234415011013633e-14,0.9998709631847391,5.1398975692029796e-14,0.00012903676167149645
7565.997768945964,-288999504529.01263,8562575.614725115,-10.407614706539153,-38197143.76665303,1320205017702.4688,18.525449808143957,6.127179371725841,3.5153684360022366,1.8029233462308132,10.684781408311137,-2441.0980284758966,-0.004834178234017592,1.0733688160555541,0.2666391907288716,0.5319427423539212,-0.006270657553107178,1320210976662.0535,18.525473177423155,7.279299987006343,3.5864648940347843,2.0858864273738233,10.684820729457286,2.5851642750739493e-11,9.51554109603578e-14,1.0833443476269505e-14,0.9999374371798587,2.4920522605046924e-14,6.256279415856304e-05
7565.997768934904,-508781982137.0267,20004534.01097358,-10.960863640677466,-67245854.10467139,2324205438196.431,22.48749509196106,6.127333888112109,3.5154815684644802,1.8029587612833953,17.30686664479344,-4297.531349341877,-0.00852186543080755,1.0733887945360674,0.2666305403027276,0.5319743650905939,-0.011038364631906458,2324223906972.13,22.487567714151478,7.279497392347701,3.5865734134866045,2.085955486396936,17.30698849028719,1.1065323775625437e-11,4.0729536665030905e-14,4.637057722961684e-15,0.999973221126879,1.0666774794265818e-14,2.6778861999612572e-05
7565.997768929307,-826960908557.4602,41466821.49578359,-11.436119750492127,-109299650.06625299,3777683874688.034,28.222948879448456,6.127498708585251,3.5156276348168216,1.803021420269856,26.89356643367118,-6985.07591683508,-0.013860503038341562,1.0733769858317135,0.266607898239646,0.5319999604188753,-0.017940538286975234,3777732665973.598,28.22314099299293,7.2796368622984255,3.586707406220583,2.086045378155541,26.893888296585207,5.338162844994941e-12,1.964885110699193e-14,2.237021685818346e-15,0.9999870812650017,5.1458937883268045e-15,1.291872963300259e-05
7565.997768925486,-1443124452232.3635,95616206.38224345,-11.980821646391405,-190738154.60896358,6592349715371.347,39.32949521813818,6.127787592960256,3.5159013780234627,1.8031486202851104,45.45823872173121,-12189.548703066017,-0.02419885993944034,1.0733331595884597,0.26655884480208814,0.5320391400800681,-0.03130670728529508,6592498300468.931,39.330080802960545,7.279831664432401,3.5869549957656863,2.0862142668622488,45.45921883165226,2.3150536314084303e-12,8.521310688512018e-15,9.701512163739046e-16,0.9999943974050176,2.2316704168546173e-15,5.602592655692793e-06
7565.997768923492,-2361555959981.3384,200225155.40582028,-12.462705535655525,-312127498.8566225,10787690161668.195,55.88404903737285,6.128205806183523,3.5163056757064264,1.8033406104329197,73.12941552348005,-19947.047814451744,-0.03960864271412319,1.0732592706318251,0.26648360091122064,0.5320932951862496,-0.05122957907796631,10788088046384.707,55.8856178819505,7.28009126818068,3.587319185261037,2.086463885215081,73.13203999325255,1.1055386390234255e-12,4.069295887336925e-15,4.632893341405335e-16,0.999997324517606,1.0657195332012356e-15,2.675481282837515e-06
7565.997768922167,-4092561310783.8247,456901843.05226403,-13.00061200908339,-540914950.7790353,18694492376242.812,87.08376454362205,6.128987770084099,3.5170657667423377,1.8037036520343208,125.28025322353561,-34567.58703227993,-0.06865142191715824,1.073115703751713,0.2663407185647382,0.532193226055836,-0.08877816582611957,18695687294316.047,87.0884775613533,7.2805650837226334,3.5880031451079186,2.086933281894039,125.28813478626306,4.844730857860621e-13,1.783261358692584e-15,2.0302430453340983e-16,0.9999988275405619,4.670234152004516e-16,1.1724589510567083e-06
7565.997768921457,-6743215352927.313,966655362.4317338,-13.489193938654987,-891252622.438333,30801192782756.863,134.85598346421483,6.130182482515955,3.518228813581649,1.8042600376873308,205.13232846676672,-56954.87669821386,-0.11312236114874184,1.0728940641748386,0.2661214851179324,0.5323453470077385,-0.14627338371915083,30804436640736.57,134.8687801328067,7.281284155457557,3.589049458423023,2.0876516061681203,205.15372436955138,2.289923114352015e-13,8.428809616064605e-16,9.596199693356622e-17,0.9999994458222663,2.2074450465628477e-16,5.541775036482661e-07
7565.997768920994,-11630391721591.824,2190148566.9162574,-14.022442976470323,-1537192063.3326385,53120444960016.09,222.92623160553728,6.1323837009272815,3.520372555626547,1.8052860092031366,352.3432564996109,-98229.02212707239,-0.19511084840508156,1.0724845488603088,0.2657170757214762,0.532625361880358,-0.2522739769202874,53130093900804.13,222.96429984870264,7.282606808471382,3.5909781199565196,2.088975785321319,352.4068986590421,1.0106923756130889e-13,3.7201832502824076e-16,4.235428606377608e-17,0.9999997554052332,9.742894266464133e-17,2.445946652809479e-07
7565.997768920743,-19252179650521.63,4665939032.779789,-14.515553789453525,-2544565864.0807867,87921600386621.27,360.2492161501612,6.13581538940286,3.5237150073094536,1.8068858549106033,581.8809822590715,-162591.06467724967,-0.32296198743665355,1.0718455803072,0.2650863540025056,0.5330618234722657,-0.41756909373123163,87948036240934.14,360.35352059549024,7.284668337426939,3.5939857823877954,2.0910407625541803,582.055346207111,4.744096402652819e-14,1.7462195620268494e-16,1.9880709600698495e-17,0.9999998851894818,4.5732243317781405e-17,1.1481047049197563e-07
7565.997768920581,-33130527088840.98,10535947473.444122,-15.046599922549865,-4378870850.969411,151268999939201.28,610.2137304911778,6.142061711778481,3.5297990818120577,1.8097980532287086,999.7009611262811,-279764.6606470755,-0.5557199471868182,1.0706821282918697,0.2639380546864737,0.533856327074131,-0.7184952680035208,151347268204548.25,610.5225551508792,7.288421931622088,3.5994623785237376,2.09480063118579,1000.2171965764245,2.1009657305327334e-14,7.733290275788247e-17,8.804350928951974e-18,0.99999994915513,2.0252934981954127e-17,5.084484874193626e-08
7565.9977689204925,-54957961544488.375,22517093188.113583,-15.541772327083963,-7263808848.877598,250844323083568.22,1003.1311576189579,6.1518801470362074,3.5393625605696575,1.8143757389726367,1656.4691900482705,-463994.6295283208,-0.9216811633366203,1.0688527743833258,0.262132584411462,0.5351054719019557,-1.1916361600522778,251059614099799.34,1003.9806537858075,7.29432640034314,3.60807605237989,2.1007136050320514,1657.8891867862146,9.830604863366283e-15,3.618475060785671e-17,4.119633833293633e-18,0.9999999762092349,9.476527781372348e-18,2.379075536814852e-08
7565.997768920437,-93923417813096.06,50320122131.2861,-16.06605503772616,-12413883889.696358,428433699689453.06,1703.886713370317,6.169390955055823,3.5564187000189897,1.8225399043845618,2827.7941394940385,-792701.4241187642,-1.5746364834488396,1.0655887668515456,0.2589112188748603,0.5373342023980374,-2.0358236012131266,429062075237253.0,1706.366193425325,7.30487037509602,3.6234537192782557,2.111267949451297,2831.938717229295,4.39896877091011e-15,1.61918406974418e-17,1.8434410529279335e-18,0.9999999893541818,4.240527449360345e-18,1.064581390010426e-08
7565.997768920406,-157360007731350.16,109157023669.34781,-16.570942476730437,-20798315375.8962,717091951622661.9,2842.9124681547646,6.197853439778299,3.5841421719658975,1.8358101494713,4731.695255733563,-1327369.1173288557,-2.636720141344368,1.0602795827212315,0.25367140795505405,0.5409594011387278,-3.4089614834548705,718853860396300.2,2849.8647612585355,7.3220462333138085,3.648491355179797,2.128447223151671,4743.316274129242,2.0278735931314272e-15,7.464250801612e-18,8.498049489342973e-19,0.9999999950924011,1.9548339811759597e-18,4.907596759534994e-09
7565.997768920385,-270960883741455.3,246709135943.86392,-17.102587625713937,-35812974311.794235,1232592919612285.0,4877.044093369724,6.248683218425621,3.6336521912149817,1.859508847833954,8131.7812113731425,-2283377.9319841797,-4.5357713683848955,1.050786525238962,0.24430239882492394,0.5474414082901228,-5.864191032258793,1237806734392557.2,4897.617315275984,7.352835540049393,3.693335853286594,2.159200943344627,8166.169947835967,8.972373274990881e-16,3.3025749059039586e-18,3.7599815090046235e-19,0.9999999978286216,8.649207834825142e-19,2.1713774546316763e-09
